,mypdf._row_id,mypdf.name,mypdf.page,mypdf.paragraph,mypdf.data
0,1,layout-parser-paper.pdf,1,1,LayoutParser: A Uniﬁed Toolkit for DeepLearning Based Document Image Analysis
